CUI1	CUI2	Disease1	Disease2	PubMed1	PubMed2	Common_PubMed_IDs	Level_of_similarity	Level_of_confidence
C0004135	C4017102	Ataxia Telangiectasia	ATAXIA-TELANGIECTASIA WITHOUT IMMUNODEFICIENCY	9430	3401	3401	0	1
C0018817	C3276096	Atrial Septal Defects	ATRIAL SEPTAL DEFECT 7 WITH OR WITHOUT ATRIOVENTRICULAR CONDUCTION DEFECTS	17477	18003	3348	0	2
C0009402	C1837315	Colorectal Carcinoma	"COLORECTAL CANCER, SUSCEPTIBILITY TO, 1"	201452	3581	3348	0	3
C0020492	C0432272	Hyperostosis	Van Buchem disease	8425	28959	3346	1	3
C0024141	C3862275	"Lupus Erythematosus, Systemic"	"SYSTEMIC LUPUS ERYTHEMATOSUS, SUSCEPTIBILITY TO"	68503	3337	3337	0	1
C0010346	C1970129	Crohn Disease	"CROHN DISEASE, ASSOCIATION WITH"	38662	3279	3279	0	1
C0002736	C2677565	Amyotrophic Lateral Sclerosis	AMYOTROPHIC LATERAL SCLEROSIS 10	24280	3279	3279	0	1
C3489396	C3553841	"Hypogonadism, Isolated Hypogonadotropic"	HYPOGONADOTROPIC HYPOGONADISM 8 WITH OR WITHOUT ANOSMIA	17394	7784	3257	0	2
C0037772	C4016814	Spastic Paraplegia	SPASTIC PARAPLEGIA 10	21054	3226	3226	0	1
C0000768	C0039445	Congenital Abnormality	Hereditary hemorrhagic telangiectasia	591498	3641	3220	1	2
C0032000	C0033375	Pituitary Adenoma	Prolactinoma	36772	3479	3163	1	3
C0022578	C1835677	Keratoconus	Keratoconus 1	6439	3138	3138	0	1
C0004352	C3714756	Autistic Disorder	Intellectual Disability	21522	97825	3133	1	3
C0020459	C0020615	Hyperinsulinism	Hypoglycemia	81647	45772	3122	0	3
C0029463	C0242379	Osteosarcoma	Malignant neoplasm of lung	33353	261819	3122	1	3
C0025362	C0398794	Mental Retardation	Hypopigmentation-immunodeficiency disease	112283	600000	3116	1	3
C0002736	C3275459	Amyotrophic Lateral Sclerosis	"AMYOTROPHIC LATERAL SCLEROSIS 15, WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA"	24280	9092	3102	0	2
C0006142	C0085584	Malignant neoplasm of breast	Encephalopathies	309961	600000	3066	1	3
C0007134	C2239176	Renal Cell Carcinoma	Liver carcinoma	47304	130028	3029	0	3
C0009402	C1302401	Colorectal Carcinoma	Adenoma of large intestine	201452	3679	3000	1	2
C0020538	C0162429	Hypertensive disease	Malnutrition	480148	138291	2996	1	2
C0376358	C3151055	Malignant neoplasm of prostate	"ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE"	120279	600000	2956	1	2
C0007102	C2239176	Malignant tumor of colon	Liver carcinoma	85229	130028	2941	0	3
C0035334	C1845667	Retinitis Pigmentosa	RETINITIS PIGMENTOSA 3	10816	2910	2910	0	1
C0002736	C3151403	Amyotrophic Lateral Sclerosis	AMYOTROPHIC LATERAL SCLEROSIS 14 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA	24280	8886	2896	0	2
C0025202	C0740457	melanoma	Malignant neoplasm of kidney	122636	99701	2881	1	3
C0007097	C0206686	Carcinoma	Adrenocortical carcinoma	600000	3369	2874	0	1
C0017668	C1858915	Focal glomerulosclerosis	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 2	7182	2861	2861	0	1
C0002736	C2678468	Amyotrophic Lateral Sclerosis	Amyotrophic Lateral Sclerosis 9	24280	2783	2783	0	1
C0020443	C0027051	Hypercholesterolemia	Myocardial Infarction	42411	234627	2766	1	2
C0006142	C3469523	Malignant neoplasm of breast	"OVARIAN CANCER, SUSCEPTIBILITY TO"	309961	4371	2754	1	2
C0376358	C3469524	Malignant neoplasm of prostate	"PROSTATE CANCER, SUSCEPTIBILITY TO"	120279	3698	2746	0	3
C0007134	C1336839	Renal Cell Carcinoma	Type 1 Papillary Renal Cell Carcinoma	47304	2737	2737	0	1
C0007193	C0085612	"Cardiomyopathy, Dilated"	Ventricular arrhythmia	21868	83880	2715	0	3
C0013336	C0013338	Dwarfism	Pituitary dwarfism	17277	2713	2713	0	1
C0001080	C2674173	Achondroplasia	"Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans"	2697	2697	2697	0	1
C0030567	C4015777	Parkinson Disease	"PARKINSON DISEASE, SUSCEPTIBILITY TO"	73702	2697	2697	0	1
C0002312	C0005283	alpha-Thalassemia	beta Thalassemia	7139	14284	2690	0	2
C0002312	C3841475	alpha-Thalassemia	beta^+^ Thalassemia	7139	14284	2690	0	2
C0002395	C0036341	Alzheimer's Disease	Schizophrenia	139725	134381	2687	1	3
C0009402	C0014859	Colorectal Carcinoma	Esophageal Neoplasms	201452	53754	2685	1	3
C0021655	C0085584	Insulin Resistance	Encephalopathies	113459	600000	2629	1	2
C0027051	C1832662	Myocardial Infarction	"MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO"	234627	2629	2629	0	1
C0004238	C0018798	Atrial Fibrillation	Congenital Heart Defects	72805	147610	2595	1	2
C0836924	C3281125	Thrombocytosis	THROMBOCYTHEMIA 3	7671	3034	2579	1	2
C0795907	C4016770	CONOTRUNCAL ANOMALY FACE SYNDROME	CONOTRUNCAL ANOMALY FACE SYNDROME/VELOCARDIOFACIAL SYNDROME	2576	2572	2572	0	1
C0220704	C4016770	Shprintzen syndrome	CONOTRUNCAL ANOMALY FACE SYNDROME/VELOCARDIOFACIAL SYNDROME	2741	2572	2570	0	1
C0220704	C0795907	Shprintzen syndrome	CONOTRUNCAL ANOMALY FACE SYNDROME	2741	2576	2570	0	1
C0012236	C0220704	DiGeorge Syndrome	Shprintzen syndrome	2569	2741	2569	0	1
C0005586	C1862077	Bipolar Disorder	"BIPOLAR AFFECTIVE DISORDER, SUSCEPTIBILITY TO"	48102	2555	2555	0	1
C0006142	C0024305	Malignant neoplasm of breast	"Lymphoma, Non-Hodgkin"	309961	104075	2525	1	3
C0020678	C1842839	Hypotrichosis	HYPOTRICHOSIS 6	13599	2515	2515	0	1
C2945676	C4016768	obesity in diabetes	"OBESITY, SEVERE, AND TYPE II DIABETES"	84434	2501	2501	0	1
C0028754	C4016768	Obesity	"OBESITY, SEVERE, AND TYPE II DIABETES"	294455	2501	2501	0	1
C0007193	C0007194	"Cardiomyopathy, Dilated"	Hypertrophic Cardiomyopathy	21868	18881	2498	0	2
C0020443	C4017112	Hypercholesterolemia	"HYPERCHOLESTEROLEMIA, FAMILIAL, 3"	42411	3058	2471	0	3
C0085413	C3149841	"Polycystic Kidney, Autosomal Dominant"	POLYCYSTIC KIDNEY DISEASE 1	4608	5079	2469	0	1
C2751306	C3149841	"Polycystic kidney disease, type 2"	POLYCYSTIC KIDNEY DISEASE 1	4608	5079	2469	0	2
C0004509	C0028960	Azoospermia	Oligospermia	6203	6036	2455	0	1
C0011265	C3151403	Presenile dementia	AMYOTROPHIC LATERAL SCLEROSIS 14 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA	98853	8886	2444	1	2
C0268301	C0936016	Reifenstein Syndrome	Testicular Feminization	2462	2842	2437	0	1
C0039585	C0936016	Androgen-Insensitivity Syndrome	Testicular Feminization	2447	2842	2435	0	1
C0035372	C1136249	Rett Syndrome	"Mental Retardation, X-Linked"	3467	14636	2434	1	2
C0039585	C0268301	Androgen-Insensitivity Syndrome	Reifenstein Syndrome	2447	2462	2432	0	1
C0011860	C0085207	"Diabetes Mellitus, Non-Insulin-Dependent"	Gestational Diabetes	142114	19020	2418	0	2
C0027819	C0085584	Neuroblastoma	Encephalopathies	39783	600000	2402	1	3
C0007194	C0085298	Hypertrophic Cardiomyopathy	Sudden Cardiac Death	18881	31397	2394	1	2
C0003486	C1260873	Aortic Aneurysm	Aortic valve disorder	60865	21735	2385	0	2
C0553681	C2584774	Hypofibrinogenemia	Congenital hypofibrinogenemia	2857	2384	2384	0	1
C0017668	C0027726	Focal glomerulosclerosis	Nephrotic Syndrome	7182	21763	2369	1	3
C0018817	C0152021	Atrial Septal Defects	Congenital heart disease	17477	38751	2368	0	3
C0004096	C0010674	Asthma	Cystic Fibrosis	175845	49380	2364	1	3
C0001733	C2584774	Afibrinogenemia	Congenital hypofibrinogenemia	2381	2384	2361	0	1
C0001733	C0553681	Afibrinogenemia	Hypofibrinogenemia	2381	2857	2361	0	1
C0007097	C0948303	Carcinoma	Carcinoma of peritoneum	600000	3894	2350	1	2
C0007795	C0205710	Diffuse Cerebral Sclerosis of Schilder	Alpers Syndrome	2335	2504	2335	0	1
C0023976	C0042514	Long QT Syndrome	"Tachycardia, Ventricular"	9236	37860	2303	0	3
C0030567	C0150312	Parkinson Disease	Present	73702	600000	2301	1	2
C0002736	C2675491	Amyotrophic Lateral Sclerosis	AMYOTROPHIC LATERAL SCLEROSIS 11	24280	2301	2301	0	1
C0000768	C0162872	Congenital Abnormality	"Aortic Aneurysm, Thoracic"	591498	19227	2283	1	2
C0001080	C0029422	Achondroplasia	Osteochondrodysplasias	2697	28883	2262	1	3
C0029422	C2674173	Osteochondrodysplasias	"Achondroplasia, Severe, With Developmental Delay And Acanthosis Nigricans"	28883	2697	2262	1	2
C0152025	C0270921	Polyneuropathy	Axonal neuropathy	34361	5652	2260	1	3
C0030567	C0752347	Parkinson Disease	Lewy Body Disease	73702	5198	2257	1	3
C0003486	C0024796	Aortic Aneurysm	Marfan Syndrome	60865	7116	2235	1	3
C0745103	C4017112	Hyperlipoproteinemia Type IIa	"HYPERCHOLESTEROLEMIA, FAMILIAL, 3"	6782	3058	2217	1	2
C0005684	C0009402	Malignant neoplasm of urinary bladder	Colorectal Carcinoma	59248	201452	2215	1	3
C0016952	C0268151	Galactosemias	Classical galactosemia	2202	2223	2202	0	1
C0268151	C0751161	Classical galactosemia	UDPglucose 4-epimerase deficiency disease	2223	2202	2202	0	1
C0023976	C0085298	Long QT Syndrome	Sudden Cardiac Death	9236	31397	2175	1	3
C0024899	C0221013	Mastocytosis	"Mastocytosis, Systemic"	6995	2170	2170	0	1
C0019880	C0751202	Homocystinuria	Cystathionine beta-Synthase Deficiency Disease	2160	2301	2160	0	1
C0036341	C3151356	Schizophrenia	"MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2B, REMITTING, WITH OR WITHOUT MENTAL RETARDATION"	134381	112283	2160	1	2
C0025362	C0036341	Mental Retardation	Schizophrenia	112283	134381	2160	1	3
C2936739	C3887645	"Hyper-Immunoglobulin E Syndrome, Autosomal Dominant"	Job Syndrome	2154	2154	2154	0	1
C0020598	C0020626	Hypocalcemia	Hypoparathyroidism	14799	8473	2150	1	3
C0027051	C0241889	Myocardial Infarction	Family history	234627	117019	2150	1	2
C0020619	C0151721	Hypogonadism	Testicular hypogonadism	17394	2144	2140	0	1
C0018798	C0020626	Congenital Heart Defects	Hypoparathyroidism	147610	8473	2131	1	2
C1567741	C1567743	Alport Syndrome	"Alport Syndrome, Autosomal Dominant"	2387	2106	2106	0	1
C1567741	C1567744	Alport Syndrome	"Alport Syndrome, Autosomal Recessive"	2387	2094	2094	0	1
C0009402	C0029925	Colorectal Carcinoma	Ovarian Carcinoma	201452	34444	2092	1	3
C0006142	C4016282	Malignant neoplasm of breast	"BREAST CANCER, SOMATIC"	309961	2539	2088	0	3
C1567743	C1567744	"Alport Syndrome, Autosomal Dominant"	"Alport Syndrome, Autosomal Recessive"	2106	2094	2075	0	1
C0020608	C4083050	Hypodontia	Tooth agenesis	4163	12777	2074	1	2
C0007134	C0025202	Renal Cell Carcinoma	melanoma	47304	122636	2069	0	3
C1567741	C1567742	Alport Syndrome	"Alport Syndrome, X-Linked"	2387	2064	2064	0	1
C1567742	C1567744	"Alport Syndrome, X-Linked"	"Alport Syndrome, Autosomal Recessive"	2064	2094	2064	0	1
C1567742	C1567743	"Alport Syndrome, X-Linked"	"Alport Syndrome, Autosomal Dominant"	2064	2106	2064	0	1
C0238395	C0936016	Male Pseudohermaphroditism	Testicular Feminization	4886	2842	2058	1	3
C0004134	C0442874	Ataxia	Neuropathy	41379	67536	2056	1	3
C0006267	C0010674	Bronchiectasis	Cystic Fibrosis	12588	49380	2050	1	3
C0008325	C0030305	Cholecystitis	Pancreatitis	18701	65210	2044	0	3
C0006142	C1704423	Malignant neoplasm of breast	Milroy Disease	309961	13572	2042	1	3
C0349788	C0878544	Arrhythmogenic Right Ventricular Dysplasia	Cardiomyopathies	2509	89623	2039	1	2
C0010346	C3838057	Crohn Disease	crohn's disease susceptibility	38662	2897	2039	1	2
C0039585	C0238395	Androgen-Insensitivity Syndrome	Male Pseudohermaphroditism	2447	4886	2037	1	3
C0238395	C0268301	Male Pseudohermaphroditism	Reifenstein Syndrome	4886	2462	2036	1	3
C0002395	C0023015	Alzheimer's Disease	Language Disorders	139725	66874	2027	1	3
C0936016	C2751824	Testicular Feminization	"46, XY Disorders of Sex Development"	2842	4103	2018	1	2
C0039585	C2751824	Androgen-Insensitivity Syndrome	"46, XY Disorders of Sex Development"	2447	4103	2015	1	2
C0268301	C2751824	Reifenstein Syndrome	"46, XY Disorders of Sex Development"	2462	4103	2015	1	2
C0936016	C3489793	Testicular Feminization	"46,XY Sex Reversal 3"	2842	4064	2013	1	2
C0039585	C3489793	Androgen-Insensitivity Syndrome	"46,XY Sex Reversal 3"	2447	4064	2010	1	2
C0268301	C3489793	Reifenstein Syndrome	"46,XY Sex Reversal 3"	2462	4064	2010	1	2
C0152171	C1969343	Idiopathic pulmonary hypertension	"Pulmonary Hypertension, Primary, Fenfluramine-Associated"	4458	2041	2008	0	1
C1969343	C3203102	"Pulmonary Hypertension, Primary, Fenfluramine-Associated"	Idiopathic pulmonary arterial hypertension	2041	3570	2007	0	1
C0152171	C1969342	Idiopathic pulmonary hypertension	"PULMONARY HYPERTENSION, PRIMARY, DEXFENFLURAMINE-ASSOCIATED"	4458	2028	2007	0	1
C1969342	C3203102	"PULMONARY HYPERTENSION, PRIMARY, DEXFENFLURAMINE-ASSOCIATED"	Idiopathic pulmonary arterial hypertension	2028	3570	2006	0	1
C0268281	C0751383	Infantile neuronal ceroid lipofuscinosis	Juvenile Neuronal Ceroid Lipofuscinosis	2101	2064	2003	0	1
C0022797	C0268281	Adult Neuronal Ceroid Lipofuscinosis	Infantile neuronal ceroid lipofuscinosis	2057	2101	2000	0	1
C0006142	C0014859	Malignant neoplasm of breast	Esophageal Neoplasms	309961	53754	1991	1	3
C0022340	C0268281	Late-Infantile Neuronal Ceroid Lipfuscinosis	Infantile neuronal ceroid lipofuscinosis	1984	2101	1984	0	1
C0022340	C0027877	Late-Infantile Neuronal Ceroid Lipfuscinosis	Neuronal Ceroid-Lipofuscinoses	1984	1984	1984	0	1
C0022340	C0751383	Late-Infantile Neuronal Ceroid Lipfuscinosis	Juvenile Neuronal Ceroid Lipofuscinosis	1984	2064	1984	0	1
C0011860	C0158981	"Diabetes Mellitus, Non-Insulin-Dependent"	Neonatal diabetes mellitus	142114	12461	1972	0	1
C0037772	C3151055	Spastic Paraplegia	"ADRENAL INSUFFICIENCY, CONGENITAL, WITH 46,XY SEX REVERSAL, PARTIAL OR COMPLETE"	21054	600000	1952	1	2
C0000768	C0020074	Congenital Abnormality	HSAN Type IV	591498	2026	1947	1	2
C0027125	C0221055	Myotonia	Paramyotonia Congenita	3315	6350	1944	0	1
C0022595	C0265971	Keratosis Follicularis	Acrokeratosis Verruciformis of Hopf	1995	1929	1914	0	1
C3489529	C4083050	"Tooth Agenesis, Familial"	Tooth agenesis	3678	12777	1905	0	2
C0026850	C0686353	Muscular Dystrophy	"Muscular Dystrophies, Limb-Girdle"	33784	1891	1891	0	1
C0006142	C0346300	Malignant neoplasm of breast	Pituitary carcinoma	309961	35065	1886	1	3
C0009324	C0023895	Ulcerative Colitis	Liver diseases	44427	587815	1884	1	3
C0033806	C3494506	Pseudohypoparathyroidism	"Pseudohypoparathyroidism, Type Ia"	1855	1855	1855	0	1
C0023234	C0410480	Legg-Calve-Perthes Disease	Avascular Necrosis of Femur Head	2077	8657	1849	1	3
C2973725	C3553943	Pulmonary arterial hypertension	"T-CELL IMMUNODEFICIENCY, RECURRENT INFECTIONS, AND AUTOIMMUNITY WITH OR WITHOUT CARDIAC MALFORMATIONS"	19359	168719	1844	1	2
C0005684	C0007134	Malignant neoplasm of urinary bladder	Renal Cell Carcinoma	59248	47304	1840	0	3
C0036341	C0241889	Schizophrenia	Family history	134381	117019	1840	1	2
C0033847	C1867450	Pseudoxanthoma Elasticum	"Pseudoxanthoma Elasticum, Incomplete"	1837	1837	1837	0	1
C0339309	C4048228	Congenital anomaly of iris	Congenital anomaly of anterior segment of eye	2457	4607	1834	0	3
C0162309	C0282525	Adrenoleukodystrophy	"Adrenoleukodystrophy, Neonatal"	2255	4032	1824	0	3
C0018784	C2607947	Sensorineural Hearing Loss	Unilateral deafness	29379	4624	1816	0	3
C0002395	C3714756	Alzheimer's Disease	Intellectual Disability	139725	97825	1816	1	3
C0002395	C0751072	Alzheimer's Disease	Frontotemporal Lobar Degeneration	139725	4875	1813	0	3
C0011847	C1504532	Diabetes	Post transplant diabetes mellitus	600000	1794	1794	0	1
C0745103	C3807409	Hyperlipoproteinemia Type IIa	Low LDL cholesterol	6782	39387	1793	1	2
C0017638	C1261473	Glioma	Sarcoma	87189	167461	1791	1	3
C0007134	C0150312	Renal Cell Carcinoma	Present	47304	600000	1791	1	2
C0000768	C0220658	Congenital Abnormality	Pfeiffer Syndrome	591498	2199	1791	1	2
C0002895	C0005283	"Anemia, Sickle Cell"	beta Thalassemia	22645	14284	1788	0	3
C0000768	C2973725	Congenital Abnormality	Pulmonary arterial hypertension	591498	19359	1780	1	3
C0013069	C0018798	Double Outlet Right Ventricle	Congenital Heart Defects	1990	147610	1771	0	3
C0265326	C0391826	Bannayan-Riley-Ruvalcaba Syndrome	Lhermitte-Duclos disease	1822	1923	1771	0	1
C0018553	C0265326	"Hamartoma Syndrome, Multiple"	Bannayan-Riley-Ruvalcaba Syndrome	1768	1822	1768	0	1
C0018553	C1959582	"Hamartoma Syndrome, Multiple"	PTEN Hamartoma Tumor Syndrome	1768	1818	1768	0	1
C0018553	C0391826	"Hamartoma Syndrome, Multiple"	Lhermitte-Duclos disease	1768	1923	1768	0	1
C0003873	C0018099	Rheumatoid Arthritis	Gout	140008	17120	1764	1	2
C0005684	C0006142	Malignant neoplasm of urinary bladder	Malignant neoplasm of breast	59248	309961	1762	0	1
C0037772	C0751604	Spastic Paraplegia	Hereditary X-Linked Recessive Spastic Paraplegia	21054	1755	1755	0	1
C0085110	C1274233	Severe Combined Immunodeficiency	T-lymphocyte immunodeficiency	7990	34915	1753	0	3
C0549473	C2239176	Thyroid carcinoma	Liver carcinoma	68555	130028	1749	1	3
C0086431	C0086795	Hurler-Scheie Syndrome	Pfaundler-Hurler Syndrome	1780	1750	1748	0	1
C0023786	C0086795	Mucopolysaccharidosis I	Pfaundler-Hurler Syndrome	1748	1750	1748	0	1
C0026708	C0086795	Mucopolysaccharidosis V	Pfaundler-Hurler Syndrome	1749	1750	1748	0	1
C0036341	C0543888	Schizophrenia	Epileptic encephalopathy	134381	113136	1726	1	2
C0000768	C4016103	Congenital Abnormality	"HYPOGONADOTROPIC HYPOGONADISM 2 WITH OR WITHOUT ANOSMIA, SUSCEPTIBILITY TO"	591498	5965	1693	1	2
C0027819	C0346429	Neuroblastoma	Multiple malignancy	39783	215327	1686	1	2
C0007115	C0150312	Malignant neoplasm of thyroid	Present	67377	600000	1676	1	2
C0029925	C2239176	Ovarian Carcinoma	Liver carcinoma	34444	130028	1675	1	3
C0000768	C0004352	Congenital Abnormality	Autistic Disorder	591498	21522	1657	0	3
C0086438	C4016215	Hypogammaglobulinemia	AGAMMAGLOBULINEMIA 1	7954	2089	1653	1	2
C1955741	C3553587	Glucocorticoid deficiency	GLUCOCORTICOID DEFICIENCY 4 WITH OR WITHOUT MINERALOCORTICOID DEFICIENCY	4941	2690	1645	0	3
C1833247	C1847449	SCHIZOPHRENIA 4	"SCHIZOPHRENIA, SUSCEPTIBILITY TO, 4"	29175	1634	1634	0	1
C0010278	C0220658	Craniosynostosis	Pfeiffer Syndrome	6837	2199	1632	1	2
C0007115	C0031511	Malignant neoplasm of thyroid	Pheochromocytoma	67377	21435	1631	1	3
C0013336	C0857439	Dwarfism	Pituitary hormone deficiency	17277	18247	1629	1	2
C0006142	C0007134	Malignant neoplasm of breast	Renal Cell Carcinoma	309961	47304	1625	0	3
C0002726	C0878544	Amyloidosis	Cardiomyopathies	28634	89623	1619	1	3
C0023015	C0750901	Language Disorders	"Alzheimer Disease, Early Onset"	66874	98242	1614	1	3
C0036341	C0524528	Schizophrenia	Pervasive Development Disorder	134381	30510	1614	1	3
C0003123	C0028754	Anorexia	Obesity	31945	294455	1613	0	3
C0025286	C0346429	Meningioma	Multiple malignancy	22162	215327	1610	1	2
C0001193	C0220658	Apert syndrome	Pfeiffer Syndrome	1769	2199	1603	0	1
C0007194	C0018798	Hypertrophic Cardiomyopathy	Congenital Heart Defects	18881	147610	1601	0	3
C1836230	C1836231	"HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO"	"HIV-1, RESISTANCE TO"	3735	12435	1597	0	1
C0002736	C0338451	Amyotrophic Lateral Sclerosis	Frontotemporal dementia	24280	7582	1592	1	3
C0010278	C0175699	Craniosynostosis	Saethre-Chotzen Syndrome	6837	1615	1588	0	1
C0040136	C1261473	Thyroid Neoplasm	Sarcoma	64741	167461	1579	1	3
C0001418	C0206686	Adenocarcinoma	Adrenocortical carcinoma	392635	3369	1578	0	1
C0007115	C0009402	Malignant neoplasm of thyroid	Colorectal Carcinoma	67377	201452	1572	1	3
C0009402	C4228834	Colorectal Carcinoma	"Colorectal adenomas, multiple"	201452	1688	1568	0	3
C0037772	C4015940	Spastic Paraplegia	SPASTIC PARAPLEGIA 13	21054	1562	1562	0	1
C0027721	C0027726	Lipoid nephrosis	Nephrotic Syndrome	2552	21763	1545	0	3
C0023522	C0751279	"Leukodystrophy, Metachromatic"	"Metachromatic Leukodystrophy, Adult-Type"	1544	1544	1544	0	1
C0023522	C0751278	"Leukodystrophy, Metachromatic"	"Metachromatic Leukodystrophy, Infant"	1544	1544	1544	0	1
C0023522	C0751276	"Leukodystrophy, Metachromatic"	"Metachromatic leukodystrophy, juvenile type"	1544	1544	1544	0	1
C0751276	C0751279	"Metachromatic leukodystrophy, juvenile type"	"Metachromatic Leukodystrophy, Adult-Type"	1544	1544	1544	0	1
C0011860	C1868135	"Diabetes Mellitus, Non-Insulin-Dependent"	Lower total cholesterol	142114	19613	1542	1	2
C0175699	C0220658	Saethre-Chotzen Syndrome	Pfeiffer Syndrome	1615	2199	1542	0	1
C0002395	C0085220	Alzheimer's Disease	Cerebral Amyloid Angiopathy	139725	2894	1533	1	3
C0020678	C3279470	Hypotrichosis	HYPOTRICHOSIS 8	13599	1525	1525	0	1
C1848435	C3279470	"WOOLLY HAIR, AUTOSOMAL RECESSIVE 1, WITH OR WITHOUT HYPOTRICHOSIS"	HYPOTRICHOSIS 8	13600	1525	1525	0	1
C0004779	C0007117	Basal Cell Nevus Syndrome	Basal cell carcinoma	1621	26562	1522	0	1
C0013336	C0271561	Dwarfism	Somatotropin deficiency	17277	13852	1521	0	1
C0007194	C0949658	Hypertrophic Cardiomyopathy	"Cardiomyopathy, Hypertrophic, Familial"	18881	1512	1512	0	1
C0162283	C1563705	Nephrogenic Diabetes Insipidus	"Nephrogenic Diabetes Insipidus, Type I"	1510	1510	1510	0	1
C0162283	C1563706	Nephrogenic Diabetes Insipidus	"Nephrogenic Diabetes Insipidus, Type II"	1510	1510	1510	0	1
C0025202	C0699790	melanoma	Colon Carcinoma	122636	38209	1497	0	3
C0000768	C0009402	Congenital Abnormality	Colorectal Carcinoma	591498	201452	1491	1	1
C0007115	C2239176	Malignant neoplasm of thyroid	Liver carcinoma	67377	130028	1486	0	3
C0032463	C0836924	Polycythemia Vera	Thrombocytosis	7725	7671	1484	1	3
C0007102	C0376358	Malignant tumor of colon	Malignant neoplasm of prostate	85229	120279	1484	0	2
C3551443	C4048228	ANTERIOR SEGMENT ANOMALIES WITH OR WITHOUT CATARACT	Congenital anomaly of anterior segment of eye	70133	4607	1483	0	2
